	test
5761	['нуть', 'высокий', 'риск', 'инфекция', 'это', 'мелочь']
5762	['идти', 'почитай', 'это', 'сначала']
5763	['отсутствие', 'мозг', 'хороший']
5764	['около']
5765	['измениться', 'а', 'типо', 'ухо', 'год', 'прокалывать', 'делать', 'самый', 'язык', 'понимать', 'это', 'другой']
5766	['очередной', 'сосачок', 'прокалывать', 'прокалываться', 'знать', 'телевизер', 'делать', 'свой', 'дело']
5767	['разница', 'сколько', 'год', 'язык', 'проклалывать', 'главное', 'писичка', 'жопка', 'хотя', 'год', 'прожить', 'прокол']
5768	['биомусор']
5769	['ты', 'шамиль', 'басаев']
5770	['это', 'человек', 'видео', '🙃']
5771	['ты', 'лишиться', 'девственность', '🤷', '\u200d', '♂', 'не', 'переживать', '✊']
5772	['че', 'высрало', 'хз', 'хз']
5773	['ты', 'лгбт', 'пропагандировать']
5774	['😱', '😱', '😱']
5775	['телефон', 'кстати']
5776	['отлично', '😌']
5777	['это', 'самый', 'работник', 'сизый', 'который', 'любить', 'маленький', 'девочка']
5778	[]
5779	['томатный', 'паста', 'специя', 'лишний']
5780	['и', 'наесться', 'напиться']
5781	[]
5782	['а', 'любить', 'кечунез', '🙂', '🇵🇱']
5783	['хороший', 'придумать', 'свет']
5784	['несомненно']
5785	['хороший', 'изобретение', 'человечество', 'это', 'чай']
5786	['нелюди', 'чтоб', 'пересажать', 'и', 'мвд', 'ск', 'прокуратура', 'смотреть', 'всё', 'педофильский', 'видео', 'вк', 'кидать']
5787	['это', 'буквально', 'нелюди', 'бот', 'это', 'аккаунт', 'реальный', 'человек', 'давно', 'заходить', 'вуаля', 'взлом']
5788	['инспектор', 'гаи', 'употреблять', 'алкоголь', 'нет', 'так', 'нести', 'километр', 'я', 'макарошка', 'соус', 'есть', 'как', 'водка', 'оказаться', 'знать']
5789	['ааа', '🤣', '🤣', '🤣']
5790	['где', 'купить']
5791	['кровавый', 'мэри', 'скоро', 'иск', 'подать', '😃', '🤣']
5792	['наш', 'это', 'давно', 'придумать', 'водка', 'томатный', 'сок']
5793	['от', 'обычный', 'кетчуп', 'желудок', 'выкинуть', 'чистый', 'уксус', 'просто', 'откровенно', 'говенай', 'продукция']
5794	['хулиган', 'старый', 'обличие']
5795	['дед', 'пранковы', 'насмотреться', '✨']
5796	['байден', 'виноватый']
5797	['дед', 'прожить', 'жизнь', 'глумиться', 'весь']
5798	['у', 'дед', 'вывих', 'коленный', 'сустав', 'произойти', '✨']
5799	['ахахахи', 'случайно', '🤣']
5800	['а', 'купить', 'хлеб', 'новый', 'пекарня', 'рубль', 'быть', 'кушать', 'молоко', '🙂']
5801	['поздравлять', 'приятный', 'аппетит']
5802	['приятный', 'брат', '✨']
5803	['приятный', 'аппетит']
5804	['приятный']
5805	['ничтяк']
5806	['кефир', 'молоко', 'танкист']
5807	['приятный', 'аппетит']
5808	['спасибо', 'комментарий', 'это', 'плюс', '🙂', 'я', 'записать', 'непременно', 'ваш', 'мнение']
5809	['давноеблонебить']
5810	['😆', '😆', '😆', 'красава', 'дед']
5811	['старыйпидар']
5812	['этот', 'упырь', 'ещё', 'единый', 'россия', 'голосовать']
5813	['дед', 'на', 'нога', 'одетый']
5814	['нога', '🤣']
5815	['почему', 'вон', 'панин', 'довольный']
5816	['дед', 'нога', 'одетый']
5817	['выразиться']
5818	[]
5819	['удалить']
5820	['кто']
5821	['сказать', 'такой', 'дед', 'дед', 'х', 'й', 'одетый', 'это', 'иметь', 'ввиду', '😆']
5822	['нога', 'вообще']
5823	['х', 'й', 'одетый']
5824	['всё', 'полицейский', 'оказаться', 'женщина', '❤']
5825	[]
5826	[]
5827	[]
5828	['результат', 'подробно', 'описать', 'пост', '😬']
5829	['парень']
5830	['отдать', 'к']
5831	[]
5832	['отдать', 'ваш', 'мама', 'рабство', '😊']
5833	['этот', 'тп', 'цепочка', 'поймать', 'исполнитель', '😉', '😋']
5834	['ладный']
5835	['хороший']
5836	[]
5837	[]
5838	['это', 'видео', 'тот', 'майор', 'украсть', 'деньга']
5839	['молодец']
5840	['пацан', 'успех', 'идти', '🤷', '\u200d', '♂', '️', '🤦', '\u200d', '♂', '️', '🤣']
5841	['повезти', 'фортануть', '🤣', '🤣']
5842	['тупой']
5843	['такой', 'сидеть', 'зона']
5844	['нейросеть', 'мордора']
5845	['оо', 'любимый', 'мультик', '😻']
5846	['старый', 'добрый', 'южный', 'парк', 'полжизни']
5847	['я', 'пятьдесят', 'год', 'смотреть']
5848	['да', 'мочь', '😎']
5849	['🤣', '🤣', '🤣']
5850	['че', 'приложение']
5851	['покупать', 'подписка']
5852	['черта']
5853	['обновить', 'хотеть']
5854	['о', 'скоро', 'ребёнок', 'нейросеть', 'рожать', 'ждëмс', '😅', '😳']
5855	['баба', 'лично', 'рожать', 'не', 'нужный', 'абортница', 'дырка', 'размахивать']
5856	['фантастика', 'нередко', 'человек', 'выводить', 'искусственно', 'выращивать', 'камера', 'зарождение', 'тд']
5857	['михаил', 'это', 'сарказм', 'расслабиться', '😉', 'быть', 'добреть', 'человек', '😅', '😅', '😂', '😂', '😂']
5858	['гора', 'наш', 'время', 'такой', 'фильм', 'готовить', 'будущий', 'реальность', '😂', '☺', '😅']
5859	['сбыться', 'фильм', 'прометей', 'чужой', 'завет', 'мы', 'хан', 'оно', 'этот', 'идти']
5860	['ха', 'ха']
5861	['любить', 'серия', 'семья', 'блоха', '😄', '😄', '😄']
5862	['а', 'съесть', 'пельмень']
5863	['самопиар', 'действительно', 'умный', 'многий', 'человек']
5864	['посмотреть', 'сауза', 'парк', 'давно', 'смотреть']
5865	['да', 'хороший', 'мульт', 'ностальгия', 'м', 'старый']
5866	['новый', 'серия', 'помёт', 'только', 'пересматривать']
